Customer name,SKU Id,SKU,SP,QUANTITY
Matthew Bailey,CAT17,Potato,45,1
Matthew Bailey,CAT63,Elderberry,370,1
Matthew Bailey,CAT15,Banana,79,0.25
Chloe Hayes,CAT35,Carrot,112,0.5
Chloe Hayes,CAT4832,Broccoli,33,2
Chloe Hayes,CAT37,Orange,112,0.5
Chloe Hayes,CAT106,Papaya,40,1
Chloe Hayes,CAT5523,Strawberry,75,1
Chloe Hayes,CAT81,Lemon,28.5,5
Chloe Hayes,CAT51,Cucumber,39,0.5
Chloe Hayes,CAT27,Tomato,80,1
Chloe Hayes,CAT32,Lychee,51,2
Chloe Hayes,CAT41,Pomegranate,21,1
Chloe Hayes,CAT38,Spinach,49,3
Chloe Hayes,CAT102,Fig,50,1.5
Chloe Hayes,CAT29,Cauliflower,22,5
Chloe Hayes,CAT64,Blueberry,115,0.5
Chloe Hayes,CAT43,Asparagus,69,0.5
Chloe Hayes,CAT31,Grapefruit,70,0.5
Chloe Hayes,CAT17,Potato,45,1
Chloe Hayes,CAT72,Persimmon,80,0.25
Chloe Hayes,CAT62,Brussels Sprouts,545,0.5
Chloe Hayes,CAT45,Apricot,56,0.5
Chloe Hayes,CAT9,Plum,104,1
Chloe Hayes,CAT91,Bell Pepper,69,1
Jackson Rivera,CAT17,Potato,45,2
Jackson Rivera,CAT19,Cherry,39,1
Jackson Rivera,CAT29,Cauliflower,22,2
Jackson Rivera,CAT31,Grapefruit,70,1
Jackson Rivera,CAT41,Pomegranate,21,10
Jackson Rivera,CAT39,Grapes,28,2
Jackson Rivera,CAT32,Lychee,51,7
Jackson Rivera,CAT51,Cucumber,39,3
Jackson Rivera,CAT55,Pineapple,25,2
Jackson Rivera,CAT46,Guava,68,1
Jackson Rivera,CAT64,Blueberry,115,1
Jackson Rivera,CAT5523,Strawberry,75,5
Jackson Rivera,CAT67,Coconut,49,6
Jackson Rivera,CAT97,Celery,32,1
Jackson Rivera,CAT4832,Broccoli,33,6
Jackson Rivera,CAT78,Green Bean,37,1.75
Lily Edwards,CAT35,Carrot,112,0.5
Lily Edwards,CAT4832,Broccoli,32.18,0.8
Lily Edwards,CAT37,Orange,112,0.5
Lily Edwards,CAT94,Peas,25,5
Lily Edwards,CAT51,Cucumber,38.02,0.5
Lily Edwards,CAT102,Fig,48.76,0.7
Lily Edwards,CAT39,Grapes,28,5
Lily Edwards,CAT57,Mango,55,0.2
Lily Edwards,CAT78,Green Bean,36.08,0.5
Lily Edwards,CAT32,Lychee,49.73,3
Lily Edwards,CAT41,Pomegranate,20.48,5
Lily Edwards,CAT55,Pineapple,24.38,2
Lily Edwards,CAT74,Watermelon,62,1
Lily Edwards,CAT29,Cauliflower,22,7.3
Lily Edwards,CAT64,Blueberry,112.12,1
Lily Edwards,CAT17,Potato,43.88,1
Lily Edwards,CAT89,Pear,81,0.25
Lily Edwards,CAT15,Banana,79,0.25
Lily Edwards,CAT45,Apricot,54.6,2
Gabriel Parker,CAT43,Asparagus,69,0.5
Gabriel Parker,CAT69,Lychee,88,0.5
Gabriel Parker,CAT89,Pear,81,0.25
Gabriel Parker,CAT15,Banana,79,0.25
Gabriel Parker,CAT67,Coconut,49,3
Gabriel Parker,CAT41,Pomegranate,21,5
Gabriel Parker,CAT27,Tomato,80,1
Gabriel Parker,CAT102,Fig,50,1
Gabriel Parker,CAT55,Pineapple,25,2
Gabriel Parker,CAT38,Spinach,49,2
Gabriel Parker,CAT12,Jicama,43,1
Gabriel Parker,CAT73,Mango,75,0.5
Gabriel Parker,CAT74,Watermelon,62,1
Gabriel Parker,CAT91,Bell Pepper,69,1
Zoey Carter,CAT30,Onion,17,3
Zoey Carter,CAT32,Lychee,46,2
Zoey Carter,CAT35,Carrot,100,1
Zoey Carter,CAT39,Grapes,36,2
Zoey Carter,CAT41,Pomegranate,19,2
Zoey Carter,CAT43,Asparagus,70,0.1
Zoey Carter,CAT44,Tamarillo,90,0.5
Zoey Carter,CAT45,Apricot,57,0.2
Zoey Carter,CAT51,Cucumber,32,0.5
Zoey Carter,CAT60,Mulberry,145,1
Zoey Carter,CAT62,Brussels Sprouts,525,0.5
Zoey Carter,CAT17,Potato,36,2
Zoey Carter,CAT69,Lychee,80,0.2
Zoey Carter,CAT74,Watermelon,72,2
Zoey Carter,CAT78,Green Bean,29,0.25
Zoey Carter,CAT79,Artichoke,39,3
Zoey Carter,CAT67,Coconut,44,2
Zoey Carter,CAT81,Lemon,23,5
Zoey Carter,CAT4832,Broccoli,31,0.5
Zoey Carter,CAT88,Loquat,46,1
Zoey Carter,CAT89,Pear,85,0.25
Zoey Carter,CAT21,Blackberry,63,0.5
Zoey Carter,CAT93,Avocado,28,2
Zoey Carter,CAT102,Fig,49,0.5
Zoey Carter,CAT107,Persimmon,23,2
Zoey Carter,CAT4,Rutabaga,198,0.5
Zoey Carter,CAT75,Prickly Pear,83,0.5
Zoey Carter,CAT111,Cantaloupe,73,0.5
Zoey Carter,CAT27,Tomato,78,1
Zoey Carter,CAT47,Starfruit,66,1
Zoey Carter,CAT53,Radish,38,2
David Collins,CAT63,Elderberry,360.75,1
David Collins,CAT62,Brussels Sprouts,539,1
David Collins,CAT82,Kiwi,22.9,5
David Collins,CAT102,Fig,48.76,0.5
David Collins,CAT93,Avocado,30.5,5
David Collins,CAT27,Tomato,80,2
David Collins,CAT12,Jicama,43,1
David Collins,CAT111,Cantaloupe,68.6,2
David Collins,CAT113,Pomelo,76.44,2
David Collins,CAT35,Carrot,112,1
David Collins,CAT37,Orange,112,1
David Collins,CAT32,Lychee,49.73,1
David Collins,CAT71,Raspberry,100.98,3
David Collins,CAT72,Persimmon,80,0.5
David Collins,CAT21,Blackberry,69,2
David Collins,CAT47,Starfruit,65,1.5
David Collins,CAT17,Potato,43.88,1
David Collins,CAT87,Beetroot,42,1.2
David Collins,CAT98,Pine Nuts,200,2.2
David Collins,CAT15,Banana,79,0.5
David Collins,CAT39,Grapes,28,1
David Collins,CAT38,Spinach,47.78,1
David Collins,CAT51,Cucumber,38.02,0.5
David Collins,CAT4832,Broccoli,32.18,1.5
David Collins,CAT43,Asparagus,69,0.5
David Collins,CAT6,Guanabana,180,0.5
David Collins,CAT67,Coconut,47.78,1
Penelope Torres,CAT81,Lemon,28.5,10
Penelope Torres,CAT106,Papaya,40,10
Penelope Torres,CAT32,Lychee,51,10
Penelope Torres,CAT55,Pineapple,25,7
Zoey Carter,CAT19,Cherry,32,1
Zoey Carter,CAT30,Onion,17,5.3
Zoey Carter,CAT32,Lychee,46,6
Zoey Carter,CAT35,Carrot,100,1.5
Zoey Carter,CAT37,Orange,100,0.5
Zoey Carter,CAT39,Grapes,36,4
Zoey Carter,CAT41,Pomegranate,19,2
Zoey Carter,CAT44,Tamarillo,90,0.5
Zoey Carter,CAT51,Cucumber,32,0.6
Zoey Carter,CAT17,Potato,36,1
Zoey Carter,CAT5523,Strawberry,90,1
Zoey Carter,CAT74,Watermelon,72,2.5
Zoey Carter,CAT78,Green Bean,29,0.25
Zoey Carter,CAT79,Artichoke,39,2
Zoey Carter,CAT81,Lemon,23,8
Zoey Carter,CAT4832,Broccoli,31,0.6
Zoey Carter,CAT89,Pear,85,0.5
Zoey Carter,CAT91,Bell Pepper,66,1
Zoey Carter,CAT21,Blackberry,63,0.5
Zoey Carter,CAT92,Dragonfruit,163,0.5
Zoey Carter,CAT93,Avocado,28,5
Zoey Carter,CAT95,Rambutan,85,1
Zoey Carter,CAT100,Peach,30,1
Zoey Carter,CAT102,Fig,49,0.5
Zoey Carter,CAT107,Persimmon,23,4
Zoey Carter,CAT108,Apple,103,1
Zoey Carter,CAT4,Rutabaga,198,0.5
Zoey Carter,CAT75,Prickly Pear,83,0.5
Zoey Carter,CAT20,Nectarine,41,1
Zoey Carter,CAT111,Cantaloupe,73,0.5
Zoey Carter,CAT27,Tomato,78,2
Zoey Carter,CAT47,Starfruit,66,1.5
Zoey Carter,CAT53,Radish,38,4
Wyatt Phillips,CAT51,Cucumber,39,2
Wyatt Phillips,CAT4832,Broccoli,33,1
Wyatt Phillips,CAT32,Lychee,51,6
Wyatt Phillips,CAT41,Pomegranate,21,8
Wyatt Phillips,CAT55,Pineapple,25,1
Wyatt Phillips,CAT102,Fig,50,0.5
Wyatt Phillips,CAT71,Raspberry,102,1
Wyatt Phillips,CAT64,Blueberry,115,1
Wyatt Phillips,CAT20,Nectarine,42,2
Wyatt Phillips,CAT67,Coconut,49,2.5
Wyatt Phillips,CAT45,Apricot,56,0.5
Wyatt Phillips,CAT46,Guava,68,0.5
Wyatt Phillips,CAT78,Green Bean,37,2.75
Wyatt Phillips,CAT59,Passion Fruit,56,1
Aubrey Richardson,CAT106,Papaya,39.9,5
Aubrey Richardson,CAT81,Lemon,28.5,15
Aubrey Richardson,CAT46,Guava,65,1
Aubrey Richardson,CAT71,Raspberry,99.5,1
Aubrey Richardson,CAT32,Lychee,48,1
Aubrey Richardson,CAT34,Jackfruit,165.5,0.5
Aubrey Richardson,CAT62,Brussels Sprouts,537,1
Aubrey Richardson,CAT38,Spinach,46,2
Aubrey Richardson,CAT51,Cucumber,37,1.2
Aubrey Richardson,CAT17,Potato,42,1
Aubrey Richardson,CAT19,Cherry,37,1
Aubrey Richardson,CAT12,Jicama,42,1
Aubrey Richardson,CAT64,Blueberry,108,0.5
Aubrey Richardson,CAT63,Elderberry,360,1
Aubrey Richardson,CAT15,Banana,79,0.25
Aubrey Richardson,CAT89,Pear,81,0.25
Aubrey Richardson,CAT111,Cantaloupe,67,0.5
Aubrey Richardson,CAT73,Mango,75,0.25
Aubrey Richardson,CAT75,Prickly Pear,78,0.25
Aubrey Richardson,CAT91,Bell Pepper,67,1
Aubrey Richardson,CAT29,Cauliflower,21.5,1
Aubrey Richardson,CAT26,Rhubarb,27.5,2
Aubrey Richardson,CAT95,Rambutan,83,1
Aubrey Richardson,CAT50,Cranberry,29.5,2
Zoey Carter,CAT30,Onion,17,5
Zoey Carter,CAT32,Lychee,46,4
Zoey Carter,CAT35,Carrot,100,1
Zoey Carter,CAT37,Orange,100,1
Zoey Carter,CAT39,Grapes,36,3
Zoey Carter,CAT41,Pomegranate,19,2
Zoey Carter,CAT43,Asparagus,70,0.5
Zoey Carter,CAT44,Tamarillo,90,1
Zoey Carter,CAT45,Apricot,57,0.5
Zoey Carter,CAT51,Cucumber,32,0.5
Zoey Carter,CAT62,Brussels Sprouts,525,1
Zoey Carter,CAT64,Blueberry,113,0.5
Zoey Carter,CAT17,Potato,36,2
Zoey Carter,CAT5523,Strawberry,90,1
Zoey Carter,CAT74,Watermelon,72,4
Zoey Carter,CAT79,Artichoke,39,2
Zoey Carter,CAT81,Lemon,23,10
Zoey Carter,CAT4832,Broccoli,31,0.5
Zoey Carter,CAT88,Loquat,46,1
Zoey Carter,CAT89,Pear,85,0.25
Zoey Carter,CAT91,Bell Pepper,66,1
Zoey Carter,CAT21,Blackberry,63,1
Zoey Carter,CAT93,Avocado,28,5
Zoey Carter,CAT102,Fig,49,0.5
Zoey Carter,CAT104,Soursop,80,1
Zoey Carter,CAT107,Persimmon,23,4
Zoey Carter,CAT108,Apple,103,1
Zoey Carter,CAT4,Rutabaga,198,0.5
Zoey Carter,CAT111,Cantaloupe,73,0.5
Zoey Carter,CAT27,Tomato,78,1
Zoey Carter,CAT47,Starfruit,66,1.5
Zoey Carter,CAT53,Radish,38,4
Jack Gomez,CAT47,Starfruit,65,1
Jack Gomez,CAT29,Cauliflower,22,8
Jack Gomez,CAT38,Spinach,47.78,3
Jack Gomez,CAT34,Jackfruit,168.56,0.5
Jack Gomez,CAT36,Date,168.56,0.5
Jack Gomez,CAT32,Lychee,49.73,3
Jack Gomez,CAT102,Fig,48.76,3
Jack Gomez,CAT81,Lemon,28.5,5
Jack Gomez,CAT4832,Broccoli,32.18,3
Jack Gomez,CAT51,Cucumber,38.02,0.5
Jack Gomez,CAT9,Plum,101.4,1.5
Jack Gomez,CAT79,Artichoke,39,8
Jack Gomez,CAT46,Guava,66.3,1
Jack Gomez,CAT17,Potato,43.88,1
Jack Gomez,CAT43,Asparagus,69,0.5
Jack Gomez,CAT21,Blackberry,69,0.5
Jack Gomez,CAT106,Papaya,40,1
Jack Gomez,CAT27,Tomato,80,0.5
Jack Gomez,CAT71,Raspberry,100.98,1
Jack Gomez,CAT72,Persimmon,80,0.25
Jack Gomez,CAT64,Blueberry,112.12,0.5
Jack Gomez,CAT62,Brussels Sprouts,539,2
Jack Gomez,CAT41,Pomegranate,20.48,2
Jack Gomez,CAT48,Zucchini,27.3,1
Jack Gomez,CAT55,Pineapple,24.38,1
Jack Gomez,CAT31,Grapefruit,70,1
Nora Price,CAT35,Carrot,112,0.5
Nora Price,CAT4832,Broccoli,33,0.5
Nora Price,CAT37,Orange,112,0.5
Nora Price,CAT93,Avocado,30.5,5
Nora Price,CAT111,Cantaloupe,70,0.5
Nora Price,CAT51,Cucumber,39,1
Nora Price,CAT27,Tomato,80,0.5
Nora Price,CAT32,Lychee,51,2
Nora Price,CAT55,Pineapple,25,1
Nora Price,CAT74,Watermelon,62,0.5
Nora Price,CAT29,Cauliflower,22,3
Nora Price,CAT64,Blueberry,115,0.5
Nora Price,CAT31,Grapefruit,70,1
Nora Price,CAT17,Potato,45,1
Nora Price,CAT97,Celery,32,1
Nora Price,CAT15,Banana,79,0.25
Nora Price,CAT45,Apricot,56,1
Nora Price,CAT46,Guava,68,1.5
Nora Price,CAT19,Cherry,39,1
Nora Price,CAT78,Green Bean,37,0.5
Nora Price,CAT106,Papaya,40,5
Zoey Carter,CAT15,Banana,100,0.25
Zoey Carter,CAT30,Onion,17,7
Zoey Carter,CAT32,Lychee,46,7
Zoey Carter,CAT35,Carrot,100,0.5
Zoey Carter,CAT37,Orange,100,0.5
Zoey Carter,CAT39,Grapes,36,3
Zoey Carter,CAT41,Pomegranate,19,2
Zoey Carter,CAT43,Asparagus,70,0.2
Zoey Carter,CAT44,Tamarillo,90,0.25
Zoey Carter,CAT51,Cucumber,32,0.5
Zoey Carter,CAT17,Potato,36,2
Zoey Carter,CAT69,Lychee,80,0.2
Zoey Carter,CAT74,Watermelon,72,3
Zoey Carter,CAT78,Green Bean,29,0.25
Zoey Carter,CAT79,Artichoke,39,2
Zoey Carter,CAT80,Bok Choy,53,1
Zoey Carter,CAT81,Lemon,23,10
Zoey Carter,CAT4832,Broccoli,31,0.5
Zoey Carter,CAT88,Loquat,46,1
Zoey Carter,CAT89,Pear,85,0.25
Zoey Carter,CAT91,Bell Pepper,66,1
Zoey Carter,CAT92,Dragonfruit,163,0.5
Zoey Carter,CAT93,Avocado,28,2
Zoey Carter,CAT95,Rambutan,85,1
Zoey Carter,CAT102,Fig,49,0.5
Zoey Carter,CAT104,Soursop,80,1
Zoey Carter,CAT107,Persimmon,23,4
Zoey Carter,CAT108,Apple,103,1
Zoey Carter,CAT4,Rutabaga,198,0.5
Zoey Carter,CAT75,Prickly Pear,83,1
Zoey Carter,CAT111,Cantaloupe,73,1
Zoey Carter,CAT27,Tomato,78,1
Zoey Carter,CAT47,Starfruit,66,1.3
Zoey Carter,CAT53,Radish,38,2
Owen Wood,CAT35,Carrot,112,1
Owen Wood,CAT37,Orange,112,1
Owen Wood,CAT106,Papaya,40,10
Owen Wood,CAT93,Avocado,30.5,10
Owen Wood,CAT51,Cucumber,39,0.5
Owen Wood,CAT79,Artichoke,39,5
Owen Wood,CAT71,Raspberry,102,2
Owen Wood,CAT6,Guanabana,180,1.5
Owen Wood,CAT43,Asparagus,69,0.5
Owen Wood,CAT41,Pomegranate,21,3
Owen Wood,CAT46,Guava,68,0.5
Owen Wood,CAT15,Banana,79,1
Owen Wood,CAT89,Pear,81,0.25
Owen Wood,CAT62,Brussels Sprouts,545,0.5
Hannah Flores,CAT17,Potato,45,1
Hannah Flores,CAT38,Spinach,49,5
Hannah Flores,CAT30,Onion,16,10
Hannah Flores,CAT41,Pomegranate,21,1
Hannah Flores,CAT32,Lychee,51,3
Hannah Flores,CAT81,Lemon,28.5,5
Hannah Flores,CAT102,Fig,50,1.3
Hannah Flores,CAT106,Papaya,40,1
Hannah Flores,CAT45,Apricot,56,1
Hannah Flores,CAT64,Blueberry,115,0.5
Hannah Flores,CAT62,Brussels Sprouts,545,1
Hannah Flores,CAT43,Asparagus,69,0.5
Hannah Flores,CAT15,Banana,79,0.25
Hannah Flores,CAT9,Plum,104,1
Hannah Flores,CAT27,Tomato,80,1
Hannah Flores,CAT72,Persimmon,80,0.5
Hannah Flores,CAT79,Artichoke,39,10
Hannah Flores,CAT91,Bell Pepper,69,1
Hannah Flores,CAT18,Yuca,55,1
Carter Brooks,CAT112,Rutabaga,60,1
Carter Brooks,CAT111,Cantaloupe,73,1
Carter Brooks,CAT21,Blackberry,63,0.5
Carter Brooks,CAT37,Orange,100,0.5
Carter Brooks,CAT35,Carrot,100,1
Carter Brooks,CAT74,Watermelon,72,1
Carter Brooks,CAT7,Chard,338,1
Carter Brooks,CAT19302,Quince,220,0.5
Lillian Washington,CAT32,Lychee,49.73,1
Lillian Washington,CAT34,Jackfruit,168.56,1
Lillian Washington,CAT37,Orange,112,1
Lillian Washington,CAT106,Papaya,40,30
Lillian Washington,CAT55,Pineapple,24.38,1
Lillian Washington,CAT111,Cantaloupe,68.6,1
Lillian Washington,CAT113,Pomelo,76.44,1
Lillian Washington,CAT38,Spinach,47.78,1
Lillian Washington,CAT27,Tomato,80,1
Lillian Washington,CAT43,Asparagus,69,0.5
Lillian Washington,CAT69,Lychee,88,0.5
Lillian Washington,CAT15,Banana,79,0.25
Lillian Washington,CAT93,Avocado,30.5,5
Lillian Washington,CAT63,Elderberry,360.75,2
Dylan Simmons,CAT81,Lemon,23,25
Dylan Simmons,CAT106,Papaya,38,15
Dylan Simmons,CAT107,Persimmon,23,5
Dylan Simmons,CAT51,Cucumber,32,12
Dylan Simmons,CAT32,Lychee,46,2
Dylan Simmons,CAT17,Potato,36,1
Dylan Simmons,CAT38,Spinach,43,1
Dylan Simmons,CAT55,Pineapple,20,4
Dylan Simmons,CAT78,Green Bean,29,4
Dylan Simmons,CAT67,Coconut,44,7
Dylan Simmons,CAT41,Pomegranate,19,10
Dylan Simmons,CAT29,Cauliflower,23,2
Dylan Simmons,CAT71,Raspberry,105,2
Dylan Simmons,CAT97,Celery,21,2
Dylan Simmons,CAT4832,Broccoli,31,1
Dylan Simmons,CAT46,Guava,76,1
Addisyn Evans,CAT35,Carrot,112,0.5
Addisyn Evans,CAT37,Orange,112,0.5
Addisyn Evans,CAT112,Rutabaga,49,0.5
Addisyn Evans,CAT111,Cantaloupe,68.6,0.5
Addisyn Evans,CAT27,Tomato,80,2.5
Addisyn Evans,CAT79,Artichoke,39,8
Addisyn Evans,CAT53,Radish,38.02,0.5
Addisyn Evans,CAT44,Tamarillo,82,0.5
Addisyn Evans,CAT15,Banana,79,0.25
Addisyn Evans,CAT51,Cucumber,38.02,0.5
Addisyn Evans,CAT9,Plum,101.4,1
Addisyn Evans,CAT32,Lychee,49.73,1
Addisyn Evans,CAT106,Papaya,40,5
Addisyn Evans,CAT81,Lemon,28.5,5
Addisyn Evans,CAT93,Avocado,30.5,5
Addisyn Evans,CAT38,Spinach,47.78,1
Addisyn Evans,CAT71,Raspberry,100.98,2
Addisyn Evans,CAT108,Apple,97,1
Addisyn Evans,CAT740032,Yuzu,66.3,2
Addisyn Evans,CAT78,Green Bean,36.08,0.4
Addisyn Evans,CAT24,Breadfruit,39,1
Addisyn Evans,CAT62,Brussels Sprouts,539,1
Addisyn Evans,CAT4832,Broccoli,32.18,0.5
Addisyn Evans,CAT20,Nectarine,40.95,1
Addisyn Evans,CAT30,Onion,16,1.2
Addisyn Evans,CAT19302,Quince,240,0.5
Isaac Foster,CAT41,Pomegranate,21,6
Isaac Foster,CAT55,Pineapple,25,5
Isaac Foster,CAT33,Fennel,30,1
Isaac Foster,CAT35,Carrot,112,1
Isaac Foster,CAT37,Orange,112,1
Isaac Foster,CAT32,Lychee,51,1
Isaac Foster,CAT38,Spinach,49,2
Isaac Foster,CAT70,Eggplant,102,5
Isaac Foster,CAT64,Blueberry,115,4
Isaac Foster,CAT17,Potato,45,1
Isaac Foster,CAT51,Cucumber,39,1.5
Isaac Foster,CAT78,Green Bean,37,0.5
Isaac Foster,CAT102,Fig,50,0.5
Isaac Foster,CAT77,Ugli Fruit,55,0.5
Isaac Foster,CAT67,Coconut,49,1
Isaac Foster,CAT98,Pine Nuts,200,1
Isaac Foster,CAT57,Mango,55,0.1
Isaac Foster,CAT108,Apple,97,2
Aubree Diaz,CAT41,Pomegranate,19.9,130
Aubree Diaz,CAT4832,Broccoli,31,30
Aubree Diaz,CAT12,Jicama,42,10
Aubree Diaz,CAT43,Asparagus,69,2
Aubree Diaz,CAT77,Ugli Fruit,55,2.2
Aubree Diaz,CAT17,Potato,42,20
Aubree Diaz,CAT51,Cucumber,37,8
Aubree Diaz,CAT15,Banana,79,1
Aubree Diaz,CAT102,Fig,48,3
Aubree Diaz,CAT5523,Strawberry,72,1
Aubree Diaz,CAT81,Lemon,28.5,50
Aubree Diaz,CAT2,Cactus Pear,60,4
Aubree Diaz,CAT58,Red Currant,69,4
Aubree Diaz,CAT47,Starfruit,65,5.5
Aubree Diaz,CAT64,Blueberry,108,3
Aubree Diaz,CAT76,White Currant,80,1
Aubree Diaz,CAT20,Nectarine,40,5
Aubree Diaz,CAT67,Coconut,47,3
Aubree Diaz,CAT45,Apricot,54,0.5
Aubree Diaz,CAT46,Guava,65,0.5
Luke Russell,CAT107,Persimmon,29.5,20
Luke Russell,CAT82,Kiwi,22.9,5
Luke Russell,CAT81,Lemon,28.5,15
Luke Russell,CAT63,Elderberry,370,1
Luke Russell,CAT45,Apricot,56,0.5
Luke Russell,CAT51,Cucumber,39,0.5
Luke Russell,CAT78,Green Bean,37,0.6
Luke Russell,CAT64,Blueberry,115,0.5
Luke Russell,CAT41,Pomegranate,21,3
Luke Russell,CAT17,Potato,45,1
Luke Russell,CAT71,Raspberry,102,2
Luke Russell,CAT67,Coconut,49,1
Luke Russell,CAT19,Cherry,39,1
Luke Russell,CAT30,Onion,16,3
Luke Russell,CAT87,Beetroot,42,0.6
Brooklyn Stewart,CAT81,Lemon,28.5,40
Brooklyn Stewart,CAT106,Papaya,40,25
Brooklyn Stewart,CAT93,Avocado,30.5,10
Brooklyn Stewart,CAT5523,Strawberry,75,5
Brooklyn Stewart,CAT51,Cucumber,39,2.1
Brooklyn Stewart,CAT45,Apricot,56,3
Brooklyn Stewart,CAT33,Fennel,30,2
Brooklyn Stewart,CAT78,Green Bean,37,0.3
Brooklyn Stewart,CAT64,Blueberry,115,1
Brooklyn Stewart,CAT39,Grapes,28,2
Brooklyn Stewart,CAT29,Cauliflower,22,3.4
Brooklyn Stewart,CAT41,Pomegranate,21,1
Brooklyn Stewart,CAT4832,Broccoli,33,3.1
Jayden Jenkins,CAT29,Cauliflower,22,7.5
Jayden Jenkins,CAT47,Starfruit,65,1.5
Jayden Jenkins,CAT38,Spinach,47.78,1
Jayden Jenkins,CAT39,Grapes,28,1
Jayden Jenkins,CAT35,Carrot,112,0.5
Jayden Jenkins,CAT51,Cucumber,38.02,0.5
Jayden Jenkins,CAT21,Blackberry,69,0.7
Jayden Jenkins,CAT4832,Broccoli,32.18,0.5
Jayden Jenkins,CAT102,Fig,48.76,0.5
Jayden Jenkins,CAT9,Plum,101.4,0.5
Jayden Jenkins,CAT27,Tomato,80,0.5
Jayden Jenkins,CAT63,Elderberry,360.75,1
Jayden Jenkins,CAT64,Blueberry,112.12,0.5
Jayden Jenkins,CAT78,Green Bean,36.08,0.25
Jayden Jenkins,CAT111,Cantaloupe,68.6,0.5
Jayden Jenkins,CAT113,Pomelo,76.44,0.5
Jayden Jenkins,CAT107,Persimmon,29.5,1
Jayden Jenkins,CAT33,Fennel,29.25,1
Jayden Jenkins,CAT97,Celery,32,1
Jayden Jenkins,CAT100,Peach,25,1
Jayden Jenkins,CAT22,Tangerine,19.5,1
Savannah Cooper,CAT106,Papaya,40,5
Savannah Cooper,CAT32,Lychee,51,10
Savannah Cooper,CAT82,Kiwi,22.9,10
Julian Perry,CAT33,Fennel,30,1
Julian Perry,CAT35,Carrot,112,1
Julian Perry,CAT55,Pineapple,25,4
Julian Perry,CAT106,Papaya,40,4
Julian Perry,CAT108,Apple,97,2
Julian Perry,CAT23940,Gooseberry,150,1
Julian Perry,CAT64,Blueberry,115,0.5
Julian Perry,CAT4,Rutabaga,200,1
Julian Perry,CAT73,Mango,75,0.25
Julian Perry,CAT38,Spinach,49,1
Julian Perry,CAT113,Pomelo,78,1
Julian Perry,CAT111,Cantaloupe,70,1
Julian Perry,CAT79,Artichoke,39,4
Julian Perry,CAT24,Breadfruit,40,1
Claire Murphy,CAT32,Lychee,51,6
Claire Murphy,CAT41,Pomegranate,21,10
Claire Murphy,CAT64,Blueberry,115,1
Claire Murphy,CAT67,Coconut,49,3
Claire Murphy,CAT45,Apricot,56,0.5
Claire Murphy,CAT19,Cherry,39,1
Claire Murphy,CAT55,Pineapple,25,2
Claire Murphy,CAT4832,Broccoli,33,5
Claire Murphy,CAT51,Cucumber,39,2
Claire Murphy,CAT78,Green Bean,37,2.25
Claire Murphy,CAT59,Passion Fruit,56,1
Claire Murphy,CAT102,Fig,50,1
Claire Murphy,CAT71,Raspberry,102,2
Christopher Coleman,CAT4832,Broccoli,33,1.5
Christopher Coleman,CAT51,Cucumber,39,1.5
Christopher Coleman,CAT102,Fig,50,1
Christopher Coleman,CAT78,Green Bean,37,1
Christopher Coleman,CAT46,Guava,68,1.5
Christopher Coleman,CAT32,Lychee,51,5
Christopher Coleman,CAT111,Cantaloupe,70,0.5
Christopher Coleman,CAT70,Eggplant,102,3
Christopher Coleman,CAT34,Jackfruit,172,2.5
Christopher Coleman,CAT36,Date,172,2.5
Christopher Coleman,CAT71,Raspberry,102,8
Christopher Coleman,CAT112,Rutabaga,49,0.5
Christopher Coleman,CAT38,Spinach,49,4
Christopher Coleman,CAT55,Pineapple,25,4
Christopher Coleman,CAT17,Potato,45,2
Christopher Coleman,CAT64,Blueberry,115,1.5
Christopher Coleman,CAT63,Elderberry,370,3
Christopher Coleman,CAT106,Papaya,40,2
Christopher Coleman,CAT81,Lemon,28.5,20
Christopher Coleman,CAT89,Pear,81,0.25
Christopher Coleman,CAT23,Miracle Fruit,29.5,3.2
Christopher Coleman,CAT29,Cauliflower,22,1.1
Christopher Coleman,CAT31,Grapefruit,70,0.5
Christopher Coleman,CAT41,Pomegranate,21,3
Christopher Coleman,CAT84,Kiwano,255,1
Christopher Coleman,CAT91,Bell Pepper,69,1
Ellie Rivera,CAT38,Spinach,49,4
Ellie Rivera,CAT53,Radish,39,5
Ellie Rivera,CAT21,Blackberry,69,6
Ellie Rivera,CAT31,Grapefruit,70,2
Ellie Rivera,CAT29,Cauliflower,22,3
Ellie Rivera,CAT71,Raspberry,102,2
Ellie Rivera,CAT97,Celery,32,1
Ellie Rivera,CAT74,Watermelon,62,2
Ellie Rivera,CAT106,Papaya,40,6
Ellie Rivera,CAT102,Fig,50,3.5
Ellie Rivera,CAT81,Lemon,28.5,10
Ellie Rivera,CAT64,Blueberry,115,0.5
Ellie Rivera,CAT62,Brussels Sprouts,545,1
Ellie Rivera,CAT79,Artichoke,39,25
Ellie Rivera,CAT46,Guava,68,0.25
Ellie Rivera,CAT12,Jicama,43,1
Ellie Rivera,CAT6,Guanabana,180,2
Ellie Rivera,CAT78,Green Bean,37,0.25
Ellie Rivera,CAT11,Kale,50,0.5
Ellie Rivera,CAT67,Coconut,49,0.5
Joshua Reyes,CAT106,Papaya,40,8
Joshua Reyes,CAT46,Guava,68,4
Joshua Reyes,CAT39,Grapes,28,5
